,Path,Audio,MFCCS,Label
10,/content/Emotions/OAF_Sad,OAF_read_sad.wav,"[[-674.08026    -591.0597     -539.1297     ... -661.0849
  -677.2361     -703.1503    ]
 [  32.455055     -6.8026257   -34.54877    ...   73.84144
    57.980774     60.276432  ]
 [   9.713057     10.552465     21.069767   ...   13.349397
    -7.546214     10.088606  ]
 ...
 [   8.281374      4.9511485     4.985623   ...    8.837641
    11.056749      7.143393  ]
 [   3.1482203    -7.224001     -7.60641    ...    9.036417
     9.378362      6.1796727 ]
 [   0.80407137   -2.077608     -1.5663596  ...    5.12946
     6.5556946     6.7690544 ]]",OAF_Sad
11,/content/Emotions/OAF_Sad,OAF_learn_sad.wav,"[[-720.4521    -615.6064    -532.0234    ... -689.16876   -709.6913
  -725.3422   ]
 [  29.318218   -30.919659   -54.686428  ...   95.50148     77.91764
    64.83528  ]
 [  15.260639    17.917929    24.837143  ...   57.357407    43.9407
    39.26752  ]
 ...
 [   4.9275284   12.589403    10.922715  ...    7.2726765    5.6752663
     7.1843214]
 [   1.1794484   -0.8686317   -1.9855965 ...    2.9437385    9.2913475
     8.716539 ]
 [   8.108697     9.064161     7.181883  ...    8.566116     7.523034
     6.328485 ]]",OAF_Sad
12,/content/Emotions/OAF_Sad,OAF_pick_sad.wav,"[[-6.5900592e+02 -5.9654138e+02 -5.3342633e+02 ... -6.1496332e+02
  -6.5222717e+02 -6.7386902e+02]
 [ 1.4286968e+01 -2.3274168e+01 -4.5953506e+01 ...  5.0783775e+01
   4.0281769e+01  3.3119946e+01]
 [ 1.4530884e+01  1.1694237e+01  1.0753883e+01 ... -8.0615768e+00
   3.8001380e+00  1.5159748e+01]
 ...
 [ 3.6932030e+00  5.3067842e+00  5.1888456e+00 ...  2.5842419e+00
   9.3035126e-01  4.0843272e-01]
 [ 5.5294685e+00  5.1288652e+00  3.4889307e+00 ...  5.0800085e+00
   2.4878154e+00  9.8722708e-01]
 [ 9.1415977e-01  4.1587806e+00  4.2454424e+00 ...  5.8012686e+00
   6.2154770e+00  1.2170103e+00]]",OAF_Sad
13,/content/Emotions/OAF_Sad,OAF_match_sad.wav,"[[-758.0384    -761.6503    -768.65546   ... -765.71063   -766.5256
  -759.616    ]
 [  29.328087    31.753843    29.491669  ...   23.485785    27.356949
    35.44243  ]
 [  29.275597    29.290548    26.693764  ...   20.93436     23.033716
    29.777729 ]
 ...
 [   6.1406174    6.3391848    7.2380705 ...    5.916421     4.908413
     1.5136161]
 [   5.1386595    4.527743     6.6319795 ...    9.118939     4.6345286
     1.4657872]
 [   2.331271     4.345011     5.623336  ...    9.369541     6.457928
     2.6737957]]",OAF_Sad
14,/content/Emotions/OAF_Sad,OAF_fall_sad.wav,"[[-712.97015   -695.573     -604.3121    ... -584.5565    -598.5828
  -604.85077  ]
 [  34.710484    45.562737    13.910189  ...  121.92027    105.78551
    89.65212  ]
 [  28.33361     29.944218    20.101059  ...   46.03175     28.982525
    28.03562  ]
 ...
 [   4.7810655    4.2212377   13.447287  ...    2.979386     5.420766
     3.904137 ]
 [   3.7141113    3.5642614    4.7358236 ...    4.8933835    4.8048544
     3.3725674]
 [   2.5454936    3.0827212    5.399025  ...    6.4537425    3.971965
     5.4004226]]",OAF_Sad
15,/content/Emotions/OAF_Sad,OAF_third_sad.wav,"[[-7.04383057e+02 -7.06418884e+02 -7.06704773e+02 ... -4.79553009e+02
  -5.14304504e+02 -5.66666077e+02]
 [ 2.11022949e+01  2.05062428e+01  1.64283447e+01 ...  1.78998932e+02
   1.70171234e+02  1.48928467e+02]
 [ 1.50056925e+01  1.84570713e+01  1.95166702e+01 ...  1.86397133e+01
   2.47446365e+01  4.05904999e+01]
 ...
 [ 5.62284660e+00  5.74627018e+00  4.32116508e+00 ...  4.48597574e+00
   5.93809080e+00  6.80207348e+00]
 [ 5.43978596e+00  5.24745512e+00  2.31090546e+00 ...  2.02786732e+00
  -6.18142366e-01  9.41676795e-01]
 [ 2.69647622e+00  4.28965187e+00  4.35053873e+00 ...  3.25382090e+00
   2.55465221e+00 -7.14537323e-01]]",OAF_Sad
16,/content/Emotions/OAF_Sad,OAF_thin_sad.wav,"[[-7.4398187e+02 -7.3218060e+02 -6.9505499e+02 ... -6.9013879e+02
  -7.0965283e+02 -7.2580743e+02]
 [ 3.0311279e+01  4.1097481e+01  5.3080101e+01 ...  8.6590271e+01
   6.9665924e+01  5.1734562e+01]
 [ 2.8011349e+01  3.3454353e+01  2.3632841e+01 ...  5.8184845e+01
   5.0556808e+01  4.1095291e+01]
 ...
 [ 1.6480160e+00  2.6731145e+00  2.5685949e+00 ...  7.8394308e+00
   4.9986043e+00  6.9101887e+00]
 [-1.4683138e-01  2.0617831e+00  9.7340685e-01 ...  6.1471586e+00
   4.2048779e+00  6.1011581e+00]
 [ 6.0087597e-01  3.6043401e+00  4.8705354e+00 ...  6.2619710e+00
   3.7760906e+00  5.7229624e+00]]",OAF_Sad
17,/content/Emotions/OAF_Sad,OAF_wag_sad.wav,"[[-7.1326886e+02 -7.1783868e+02 -7.3314575e+02 ... -5.9955109e+02
  -6.0255115e+02 -6.2742578e+02]
 [ 4.5095776e+01  4.4523232e+01  3.3596882e+01 ...  8.4225235e+01
   8.3664856e+01  8.3213181e+01]
 [ 1.8390202e+01  2.4304346e+01  2.9657974e+01 ... -1.6999733e+01
  -1.3838066e+01 -3.4124069e+00]
 ...
 [ 6.2403431e+00  6.2708626e+00  7.3954558e+00 ...  1.1294228e+01
   9.2519093e+00  8.4513197e+00]
 [ 8.1059589e+00  9.2060699e+00  7.4761219e+00 ... -2.8693700e+00
  -5.6091442e+00  3.6233661e-01]
 [ 6.5634699e+00  8.9552498e+00  7.1725121e+00 ...  5.8509054e+00
   1.9695411e+00  1.4408488e+00]]",OAF_Sad
18,/content/Emotions/OAF_Sad,OAF_loaf_sad.wav,"[[-7.3873010e+02 -7.3780316e+02 -6.8782819e+02 ... -7.2361249e+02
  -7.2314996e+02 -7.1931836e+02]
 [ 2.7117956e+01  2.8266724e+01  3.1438240e+01 ...  4.6338341e+01
   4.7386925e+01  5.0839546e+01]
 [ 2.4580494e+01  2.4081974e+01 -1.7063229e+00 ...  3.5347534e+01
   3.7487572e+01  4.0701920e+01]
 ...
 [ 3.8230164e+00  4.9926939e+00  9.0942287e+00 ... -2.8043590e+00
   1.3652450e-01  3.1107764e+00]
 [ 5.3007097e+00  5.5920949e+00  4.3895159e+00 ...  1.4005207e+00
   2.9609621e+00  3.8896077e+00]
 [ 4.2588787e+00  4.8271790e+00  6.2835894e+00 ...  8.7037449e+00
   8.5919552e+00  7.2065039e+00]]",OAF_Sad
19,/content/Emotions/OAF_Sad,OAF_seize_sad.wav,"[[-7.3929211e+02 -6.7648279e+02 -6.0062524e+02 ... -5.7156323e+02
  -5.9188696e+02 -6.1885120e+02]
 [ 5.1759750e+01  8.0621811e+01  3.2232365e+01 ... -1.7392933e+01
   6.8848677e+00  3.5754417e+01]
 [ 4.5191048e+01  5.3232079e+01  4.8098938e+01 ...  4.6663833e+00
   1.0679519e+00 -1.4109887e+01]
 ...
 [ 5.1682434e+00  6.2700510e+00  1.1506910e+01 ...  1.1244741e+01
   9.4680738e+00  5.7902460e+00]
 [ 4.6353197e+00 -6.8037188e-01 -5.8032632e+00 ...  1.0722307e+00
   4.2024714e-01  2.3028097e+00]
 [ 4.4916105e+00  3.4570367e+00  3.9556434e+00 ...  1.1037899e+01
   7.4691386e+00  9.1088943e+00]]",OAF_Sad
20,/content/Emotions/OAF_Sad,OAF_note_sad.wav,"[[-7.4151501e+02 -6.6071960e+02 -5.6488275e+02 ... -5.9066132e+02
  -6.6657672e+02 -7.2271423e+02]
 [ 3.8084114e+01 -5.4484212e-01 -3.1069145e+01 ...  6.3857956e+01
   8.0515762e+01  6.6898857e+01]
 [ 2.3999060e+01  1.1132992e+01  1.6645741e+01 ... -3.0019739e+01
  -4.2383623e+00  3.8008133e+01]
 ...
 [ 3.4870455e+00  5.2124870e-01  7.1989450e+00 ...  5.5485859e+00
   5.6694613e+00 -4.0561381e-01]
 [ 3.1421928e+00  9.3019903e-02  7.5383747e-01 ...  1.6852292e+00
   4.7283273e+00  1.7160304e+00]
 [ 6.2449608e+00  4.7423444e+00  3.1647558e+00 ...  1.0069606e+01
   8.8868914e+00  1.5866013e+00]]",OAF_Sad
21,/content/Emotions/OAF_Sad,OAF_juice_sad.wav,"[[-6.8124127e+02 -5.8089941e+02 -5.0499481e+02 ... -5.3508960e+02
  -5.7004797e+02 -6.5618195e+02]
 [ 3.8424934e+01 -1.0357563e+01 -3.2312435e+01 ... -3.2359471e+00
   2.4181686e+01  4.7068054e+01]
 [ 9.2058935e+00  1.3965573e+01  2.0139576e+01 ...  1.2014049e+01
   7.0781517e+00 -3.5431223e+00]
 ...
 [ 3.0115738e+00  3.8187795e+00  6.8473988e+00 ...  6.5896015e+00
   1.7402580e+00  6.3855469e-01]
 [-6.7649288e+00 -4.8740611e+00  1.9761449e+00 ...  7.6279836e+00
   2.5098581e+00  3.8435216e+00]
 [ 3.0770226e+00  2.1600482e+00  8.6679258e+00 ...  4.2513680e+00
  -7.2925723e-01  2.7315631e+00]]",OAF_Sad
22,/content/Emotions/OAF_Sad,OAF_chat_sad.wav,"[[-7.32189697e+02 -7.20536255e+02 -6.15958679e+02 ... -4.25581116e+02
  -4.96514282e+02 -5.96295410e+02]
 [ 1.90571060e+01  2.03719940e+01 -1.77315331e+01 ...  1.54098633e+02
   1.38233093e+02  1.02645149e+02]
 [ 1.67446175e+01  1.46849785e+01  4.25422049e+00 ...  1.78476024e+00
   3.96892643e+00  9.99872589e+00]
 ...
 [ 3.34621978e+00  3.30344939e+00  5.33725643e+00 ... -5.18756342e+00
  -1.66183364e+00  2.55475700e-01]
 [ 3.30900168e+00  3.81208134e+00 -3.45793009e+00 ...  2.30635548e+00
   1.69719243e+00  1.34457397e+00]
 [ 3.21863246e+00  2.48071003e+00  8.74473476e+00 ...  2.87169409e+00
   2.54523778e+00  2.21440196e+00]]",OAF_Sad
23,/content/Emotions/OAF_Sad,OAF_king_sad.wav,"[[-7.21539734e+02 -7.25965088e+02 -7.28291809e+02 ... -6.06682739e+02
  -6.20984497e+02 -6.37248962e+02]
 [ 2.95763893e+01  2.35575466e+01  2.02255688e+01 ...  1.22762207e+02
   1.10445435e+02  9.61135406e+01]
 [ 2.79630280e+01  2.25887718e+01  1.93671398e+01 ...  4.03192596e+01
   3.02817001e+01  3.36682663e+01]
 ...
 [ 2.24539542e+00  3.80413032e+00  3.31044841e+00 ...  5.09321690e+00
   7.45045424e+00  4.83692598e+00]
 [ 2.18802214e+00  3.81176758e+00  3.37524319e+00 ...  5.85684109e+00
   7.79082203e+00 -1.80642843e-01]
 [ 1.81451225e+00  3.53794312e+00  3.62160325e+00 ...  1.01945515e+01
   8.59261990e+00  3.96410894e+00]]",OAF_Sad
24,/content/Emotions/OAF_Sad,OAF_phone_sad.wav,"[[-7.3214630e+02 -7.3893744e+02 -7.2806976e+02 ... -6.1373724e+02
  -6.6556311e+02 -6.8689270e+02]
 [ 3.5087341e+01  2.6998606e+01  4.0102745e+01 ...  1.3471045e+02
   1.0608494e+02  8.8082359e+01]
 [ 3.1099831e+01  2.5950706e+01  3.4636322e+01 ...  6.6237946e+01
   6.9396339e+01  6.7541107e+01]
 ...
 [ 2.2418889e-01  2.1761212e+00  3.1092281e+00 ...  1.6702763e+01
   2.6686930e+01  1.6324631e+01]
 [-1.0264853e-01  2.5005302e+00  3.2212183e+00 ...  2.3309351e+01
   2.7500216e+01  1.6395145e+01]
 [ 2.7717179e-01  2.8083854e+00  4.0786886e+00 ...  2.2994808e+01
   2.3140337e+01  1.5356581e+01]]",OAF_Sad
25,/content/Emotions/OAF_Sad,OAF_hole_sad.wav,"[[-7.3592810e+02 -6.7916321e+02 -5.8810101e+02 ... -7.2940710e+02
  -7.4129510e+02 -7.4545728e+02]
 [ 4.6378418e+01  3.8608379e+01 -2.4742937e+00 ...  7.2652901e+01
   5.9679665e+01  5.8615761e+01]
 [ 1.6424732e+01  8.8034344e+00  1.2004187e+01 ...  4.7640579e+01
   4.6399437e+01  4.7631550e+01]
 ...
 [ 4.0392876e+00  1.2258291e+00  4.7980323e+00 ...  2.7053065e+00
  -2.0111918e-01 -9.9897832e-01]
 [ 9.2481899e+00  6.5700226e+00  3.0569270e+00 ...  2.8060508e+00
   2.2026708e+00 -2.9925375e+00]
 [ 6.7802358e+00  2.0466142e+00 -1.4756005e+00 ...  2.9007053e+00
   2.8686185e+00 -2.6203609e+00]]",OAF_Sad
26,/content/Emotions/OAF_Sad,OAF_keg_sad.wav,"[[-613.6037    -519.0441    -459.9014    ... -645.3135    -669.01935
  -687.11816  ]
 [  60.706352     7.9601173  -29.270546  ...   38.65783     39.523277
    35.71944  ]
 [  32.130547    33.917118    22.086391  ...   -3.3570986   11.4004135
    19.061775 ]
 ...
 [   2.2097235   10.496698     8.0385065 ...    4.4570017    4.4918895
     5.6803007]
 [  -2.6987524   -3.7622256   -1.6346228 ...    9.894174     7.0655212
     4.3612947]
 [   1.8319027    3.7422416    9.182407  ...   12.250049     8.6886425
     3.5393207]]",OAF_Sad
27,/content/Emotions/OAF_Sad,OAF_pole_sad.wav,"[[-735.29706   -655.9896    -575.7164    ... -641.7001    -688.28577
  -709.5179   ]
 [  12.755964   -29.06514    -57.335014  ...  148.84985    112.07501
    97.28732  ]
 [  17.555033    23.669525    27.858679  ...   99.93653     78.04825
    69.327705 ]
 ...
 [   5.739602     7.126074     5.74765   ...    9.249679    19.479118
    14.499404 ]
 [   3.1535616   -4.2398195   -2.4558935 ...    5.7894983   15.729395
    13.838215 ]
 [   4.2642236    3.8254957    4.6198134 ...    6.1804113    8.421864
    10.439278 ]]",OAF_Sad
28,/content/Emotions/OAF_Sad,OAF_hate_sad.wav,"[[-7.4554688e+02 -7.4666028e+02 -7.4353564e+02 ... -6.8346265e+02
  -7.0889935e+02 -7.3017163e+02]
 [ 2.7593258e+01  2.5551283e+01  2.5215031e+01 ...  7.9789818e+01
   6.5091454e+01  3.8589558e+01]
 [ 2.5754356e+01  2.3001057e+01  2.0488087e+01 ...  5.5977337e+01
   4.9695076e+01  2.7722107e+01]
 ...
 [ 3.8554621e+00  2.4241099e+00  5.2015343e+00 ...  4.3243513e+00
   4.1636553e+00  9.8650110e-01]
 [ 2.7528648e+00  2.2331161e+00  3.5712276e+00 ... -1.2938801e+00
   1.4100728e+00  5.5652819e+00]
 [ 3.1917725e+00  3.1989377e+00  2.8473930e+00 ...  5.7039911e-01
   2.1953135e+00  3.5995779e+00]]",OAF_Sad
29,/content/Emotions/OAF_Sad,OAF_bean_sad.wav,"[[-7.4820441e+02 -7.4622198e+02 -7.2451910e+02 ... -5.6855884e+02
  -5.9041003e+02 -5.9043762e+02]
 [ 2.6628870e+01  2.9695179e+01  3.9034180e+01 ...  1.6075169e+02
   1.3164569e+02  1.0095403e+02]
 [ 2.4745176e+01  2.6495605e+01  1.8001312e+01 ...  7.8722885e+01
   6.6876984e+01  5.2813305e+01]
 ...
 [-3.8801867e-01  3.2311413e+00  6.3215537e+00 ...  4.6947207e+00
   5.2432990e+00  5.7293653e+00]
 [-5.4724634e-01  3.8336139e+00  3.6371114e+00 ... -2.4452922e+00
  -2.0990415e+00 -1.4901472e+00]
 [-8.3525538e-01  3.2242188e+00  2.9618521e+00 ... -5.0461903e+00
   1.0948724e+00  8.1929226e+00]]",OAF_Sad
30,/content/Emotions/OAF_Sad,OAF_talk_sad.wav,"[[-6.8979749e+02 -6.7040802e+02 -6.3462494e+02 ... -6.1643994e+02
  -6.5394452e+02 -6.8764264e+02]
 [ 3.5701107e+01  4.7120556e+01  3.5874489e+01 ...  5.7836868e+01
   5.0236687e+01  3.5271606e+01]
 [ 2.5762875e+01  3.1596210e+01  2.3117327e+01 ... -1.1246628e+01
   8.9508080e-01  1.5577889e+01]
 ...
 [-2.7358861e+00  1.3606467e+00  4.8707848e+00 ...  6.8697190e+00
   5.6856685e+00  1.7969401e+00]
 [-5.8360944e+00 -3.8607953e+00 -1.3955617e-01 ...  6.3867912e+00
   7.2279811e+00  2.6447825e+00]
 [-4.7141123e+00 -1.1045939e+00 -3.0899577e+00 ...  3.4348330e+00
   6.1835208e+00  1.7078843e+00]]",OAF_Sad
31,/content/Emotions/OAF_Sad,OAF_take_sad.wav,"[[-6.6491974e+02 -5.9429663e+02 -5.2718634e+02 ... -6.7051392e+02
  -6.7399261e+02 -6.7664319e+02]
 [-1.1120840e+00 -3.7220104e+01 -6.0999294e+01 ...  5.5796799e+01
   5.8835808e+01  5.7924778e+01]
 [ 9.0475082e+00  2.4274986e+01  2.3872650e+01 ...  2.2261196e+01
   2.3675304e+01  2.5564669e+01]
 ...
 [ 8.2154865e+00  1.0926743e+01  8.9381189e+00 ...  1.6862681e+00
   2.6960042e+00  1.1231169e+00]
 [ 5.8867321e+00  5.4793119e+00  1.8271301e+00 ...  4.2665787e+00
   6.1710534e+00  3.8608947e+00]
 [-2.3306385e-01  4.5534406e+00  6.1397920e+00 ...  6.7160110e+00
   7.1730418e+00  3.4449379e+00]]",OAF_Sad
32,/content/Emotions/OAF_Sad,OAF_kick_sad.wav,"[[-6.70218506e+02 -5.82503540e+02 -5.21780151e+02 ... -7.35262329e+02
  -7.55485779e+02 -7.48542786e+02]
 [ 1.30043659e+01 -3.07729912e+01 -4.50997314e+01 ...  3.44580765e+01
   2.32792015e+01  1.92869301e+01]
 [ 1.25230894e+01  1.51743469e+01  2.55676308e+01 ...  1.68402710e+01
   2.63152390e+01  2.98594265e+01]
 ...
 [ 3.86078358e+00  9.28910065e+00  9.98145103e+00 ...  4.04939318e+00
   4.06262589e+00  3.65706873e+00]
 [ 4.86417580e+00  2.66535974e+00 -6.89250410e-01 ... -7.62816310e-01
   7.83589065e-01  2.20348358e+00]
 [ 7.76050043e+00  1.03036795e+01  1.24864292e+01 ...  2.84284043e+00
   1.07658386e-01  4.05754852e+00]]",OAF_Sad
33,/content/Emotions/OAF_Sad,OAF_merge_sad.wav,"[[-726.78015   -681.2277    -579.3683    ... -547.3051    -577.5153
  -631.72504  ]
 [  29.157158    15.465539   -16.46291   ...  -15.683281    11.905718
    44.068153 ]
 [  27.414478    12.018558     7.298344  ...   -9.550526   -17.185396
   -16.250519 ]
 ...
 [   2.5272815    5.6349373    6.412217  ...    8.202144     7.1214676
     4.7874928]
 [   2.3086796    4.7003603    3.114244  ...    4.9977055    4.9451814
     4.626087 ]
 [   1.9968491    5.326357     5.45429   ...    5.0356355    2.0264258
     3.1978984]]",OAF_Sad
34,/content/Emotions/OAF_Sad,OAF_late_sad.wav,"[[-648.367      -572.0437     -515.5424     ... -526.5206
  -558.87585    -604.4752    ]
 [  32.23909      -8.828793    -38.603905   ...   39.003326
    58.278336     75.12369   ]
 [  10.660294     22.84002      24.587116   ...  -33.403038
   -37.81234     -15.64341   ]
 ...
 [   3.3383427     5.905388      6.862217   ...    5.1686773
     4.860764      1.5796425 ]
 [   5.2153234    -1.0182793    -3.6461198  ...   -3.4575734
     0.97477484    3.45502   ]
 [   2.9054909     9.95096      10.899596   ...    5.0768847
     6.0406594     6.749299  ]]",OAF_Sad
